<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
IFI,D,20080519,000000,2.5809,2.6491,2.513,2.6491,29581,0
IFI,D,20080520,000000,2.6423,2.6423,2.6423,2.6423,16,0
IFI,D,20080521,000000,2.3976,2.6354,2.3976,2.6354,1418,0
IFI,D,20080523,000000,2.6423,2.7169,2.6423,2.6896,1828,0
IFI,D,20080526,000000,2.6964,2.6964,2.6286,2.6286,112,0
IFI,D,20080527,000000,2.513,2.683,2.513,2.683,431,0
IFI,D,20080529,000000,2.4792,2.683,2.4182,2.4454,4011,0
IFI,D,20080530,000000,2.513,2.513,2.2754,2.5065,8512,0
IFI,D,20080602,000000,2.3704,2.3704,2.3704,2.3704,1471,0
IFI,D,20080603,000000,2.3434,2.3434,2.2483,2.3365,2938,0
IFI,D,20080604,000000,2.2074,2.3299,2.2074,2.2074,2149,0
IFI,D,20080605,000000,2.2754,2.4248,2.2754,2.4248,2104,0
IFI,D,20080606,000000,2.3774,2.5742,2.3774,2.5742,316,0
IFI,D,20080609,000000,2.6286,2.6286,2.6286,2.6286,1,0
IFI,D,20080610,000000,2.1056,2.1056,2.1056,2.1056,90,0
IFI,D,20080611,000000,2.513,2.513,2.513,2.513,90,0
IFI,D,20080612,000000,2.5065,2.5809,2.1192,2.4454,1358,0
IFI,D,20080613,000000,2.4385,2.4385,2.4385,2.4385,2032,0
IFI,D,20080616,000000,2.4454,2.4454,2.4454,2.4454,2,0
IFI,D,20080617,000000,2.5065,2.5065,2.5065,2.5065,5,0
IFI,D,20080618,000000,2.5809,2.5809,2.5809,2.5809,1,0
IFI,D,20080619,000000,2.6148,2.683,2.6148,2.683,2,0
IFI,D,20080620,000000,2.6693,2.6693,2.6693,2.6693,222,0
IFI,D,20080624,000000,2.5472,2.5472,2.5065,2.5065,195,0
IFI,D,20080626,000000,2.5472,2.5472,2.5472,2.5472,14,0
IFI,D,20080627,000000,2.2142,2.4248,2.1056,2.3774,25384,0
IFI,D,20080630,000000,2.3774,2.3774,2.3774,2.3774,541,0
IFI,D,20080701,000000,2.1056,2.2074,2.0716,2.1735,4996,0
IFI,D,20080702,000000,2.0377,2.1735,1.9902,2.1666,1106,0
IFI,D,20080703,000000,2.0377,2.1395,2.0106,2.1257,17016,0
IFI,D,20080707,000000,2.1328,2.1328,2.0037,2.1056,1914,0
IFI,D,20080708,000000,2.0377,2.0377,2.0377,2.0377,222,0
IFI,D,20080711,000000,2.0377,2.1257,2.0037,2.1056,3050,0
IFI,D,20080714,000000,2.1395,2.1395,2.1395,2.1395,75,0
IFI,D,20080715,000000,1.9425,2.0242,1.8406,2.0242,3418,0
IFI,D,20080716,000000,1.8406,1.9697,1.8406,1.9697,1659,0
IFI,D,20080717,000000,1.9766,2.1192,1.9766,2.1192,192,0
IFI,D,20080718,000000,2.1192,2.1192,2.1192,2.1192,222,0
IFI,D,20080723,000000,2.0377,2.0377,2.0377,2.0377,1166,0
IFI,D,20080729,000000,1.9495,1.9495,1.9425,1.9425,418,0
IFI,D,20080730,000000,1.9359,2.0716,1.9359,2.0716,341,0
IFI,D,20080805,000000,2.0309,2.0309,1.9019,1.9019,2329,0
IFI,D,20080806,000000,2.0037,2.0037,1.9359,1.9359,1171,0
IFI,D,20080807,000000,2.0582,2.0582,2.0582,2.0582,296,0
IFI,D,20080808,000000,1.9697,1.9697,1.8339,1.9697,1044,0
IFI,D,20080811,000000,2.0309,2.0309,2.0309,2.0309,573,0
IFI,D,20080813,000000,2.0037,2.0987,2.0037,2.0987,4413,0
IFI,D,20080814,000000,2.2074,2.2074,1.8068,2.0377,1650,0
IFI,D,20080818,000000,2.0786,2.0786,2.0786,2.0786,1,0
IFI,D,20080819,000000,1.8339,2.0377,1.8339,2.0377,687,0
IFI,D,20080821,000000,1.8541,1.9564,1.8541,1.9564,2032,0
