<TICKER>,<PER>,<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
TOA,D,20190802,000000,4.4429,4.4429,4.3896,4.4429,3086,0
TOA,D,20190805,000000,4.4429,4.7095,4.354,4.4429,49982,0
TOA,D,20190806,000000,4.4074,4.4074,4.2119,4.2652,12538,0
TOA,D,20190807,000000,4.283,4.4251,4.283,4.4074,8434,0
TOA,D,20190808,000000,4.3007,4.4074,4.3007,4.4074,1536,0
TOA,D,20190809,000000,4.4074,4.4074,4.3363,4.4074,780,0
TOA,D,20190812,000000,4.4074,4.4074,4.283,4.3896,5385,0
TOA,D,20190813,000000,4.3896,4.3896,4.3007,4.3896,11094,0
TOA,D,20190814,000000,4.3007,4.4074,4.283,4.3007,7948,0
TOA,D,20190816,000000,4.354,4.3896,4.283,4.3718,1921,0
TOA,D,20190819,000000,4.3718,4.3896,4.3363,4.3363,2116,0
TOA,D,20190820,000000,4.3363,4.3363,4.1941,4.2652,7299,0
TOA,D,20190821,000000,3.9097,4.1586,3.8209,4.0875,29978,0
TOA,D,20190822,000000,4.0519,4.3007,4.0519,4.2652,3319,0
TOA,D,20190823,000000,4.1763,4.1941,4.0875,4.1941,2336,0
TOA,D,20190826,000000,4.2652,4.3185,4.123,4.2296,2572,0
TOA,D,20190827,000000,4.2296,4.3007,4.2296,4.3007,4179,0
TOA,D,20190828,000000,4.3007,4.5318,4.1052,4.3896,29277,0
TOA,D,20190829,000000,4.3896,4.4251,4.3718,4.3896,1818,0
TOA,D,20190830,000000,4.3896,4.4873,4.3185,4.3896,11665,0
TOA,D,20190902,000000,4.354,4.7095,4.283,4.6206,8727,0
TOA,D,20190903,000000,4.4873,4.4873,4.354,4.4074,9118,0
TOA,D,20190904,000000,4.4429,4.4873,4.3363,4.3896,5305,0
TOA,D,20190905,000000,4.3896,4.3896,4.1763,4.2652,13017,0
TOA,D,20190906,000000,4.2474,4.2652,4.2474,4.2652,1739,0
TOA,D,20190909,000000,4.2652,4.3896,4.2652,4.2652,5571,0
TOA,D,20190910,000000,4.3718,4.3718,4.0875,4.1408,27709,0
TOA,D,20190911,000000,4.123,4.1408,3.9453,3.9631,72909,0
TOA,D,20190912,000000,3.9986,4.0519,3.9808,3.9808,17430,0
TOA,D,20190913,000000,3.9808,4.0519,3.9808,4.0164,6010,0
TOA,D,20190916,000000,4.0519,4.1586,4.0164,4.1586,1309,0
TOA,D,20190917,000000,4.0519,4.0519,4.0342,4.0342,10467,0
TOA,D,20190918,000000,4.0164,4.0164,3.9631,3.9631,12735,0
TOA,D,20190919,000000,3.9808,4.0875,3.8209,3.9631,6057,0
TOA,D,20190920,000000,3.9097,3.9097,3.8564,3.8564,4301,0
TOA,D,20190923,000000,3.8564,3.8564,3.6609,3.7853,13321,0
TOA,D,20190924,000000,3.7853,3.7853,3.7676,3.7853,2386,0
TOA,D,20190925,000000,3.7853,3.7853,3.732,3.7853,6047,0
TOA,D,20190926,000000,3.7853,3.7853,3.7498,3.7676,5072,0
TOA,D,20190927,000000,3.7853,3.7853,3.7676,3.7676,1085,0
TOA,D,20190930,000000,3.7853,3.7853,3.7853,3.7853,1990,0
TOA,D,20191001,000000,3.7676,3.7676,3.7676,3.7676,1796,0
TOA,D,20191002,000000,3.7853,3.7853,3.732,3.7498,1026,0
TOA,D,20191003,000000,3.7853,3.7853,3.732,3.732,2322,0
TOA,D,20191004,000000,3.732,3.732,3.6787,3.732,9678,0
TOA,D,20191007,000000,3.732,3.732,3.4477,3.4832,50558,0
TOA,D,20191008,000000,3.4121,3.6609,3.4121,3.5365,8987,0
TOA,D,20191009,000000,3.5365,3.5365,3.501,3.5365,3540,0
TOA,D,20191010,000000,3.5365,3.5365,3.4655,3.4655,716,0
TOA,D,20191011,000000,3.4655,3.5365,3.4655,3.4832,1182,0
TOA,D,20191014,000000,3.4832,3.5543,3.4655,3.4655,2582,0
TOA,D,20191015,000000,3.4655,3.9986,3.3411,3.8209,701458,0
TOA,D,20191016,000000,3.9097,3.9097,3.7676,3.8209,8879,0
TOA,D,20191017,000000,3.9275,3.9275,3.7676,3.8031,3815,0
TOA,D,20191018,000000,3.8742,3.9275,3.8209,3.9275,1850,0
TOA,D,20191021,000000,3.9275,4.2296,3.9275,4.1941,11594,0
TOA,D,20191022,000000,4.1763,4.1763,4.0697,4.0697,2425,0
TOA,D,20191023,000000,4.1408,4.2119,3.9453,4.0164,581,0
TOA,D,20191024,000000,3.9808,4.0164,3.9097,3.9986,11246,0
TOA,D,20191025,000000,3.9097,3.9986,3.892,3.9986,1260,0
TOA,D,20191028,000000,3.9097,3.9986,3.9097,3.9986,1990,0
TOA,D,20191029,000000,3.9986,3.9986,3.9453,3.9453,1585,0
TOA,D,20191030,000000,3.9453,3.9986,3.9275,3.9986,1551,0
TOA,D,20191031,000000,3.9986,4.1763,3.9986,4.0164,5518,0
TOA,D,20191104,000000,4.0342,4.1586,4.0342,4.1586,2937,0
TOA,D,20191105,000000,4.1586,4.1586,4.0519,4.1052,1885,0
TOA,D,20191106,000000,4.1586,4.2119,4.1052,4.2119,6456,0
TOA,D,20191107,000000,4.2119,4.3718,4.2119,4.354,19070,0
TOA,D,20191108,000000,4.3363,4.3363,4.2474,4.3185,37194,0
TOA,D,20191112,000000,4.3007,4.3007,4.2296,4.2652,10084,0
TOA,D,20191113,000000,4.2652,4.3185,4.2296,4.2652,14779,0
TOA,D,20191114,000000,4.2652,4.3185,4.2474,4.2474,2781,0
TOA,D,20191115,000000,4.2474,4.3363,4.2474,4.3363,18447,0
TOA,D,20191118,000000,4.3363,4.3363,4.2474,4.3185,5676,0
TOA,D,20191119,000000,4.3185,4.354,4.283,4.354,7818,0
TOA,D,20191120,000000,4.354,4.354,4.2119,4.3363,14116,0
TOA,D,20191121,000000,4.3185,4.3363,4.2474,4.3185,7045,0
TOA,D,20191122,000000,4.3007,4.3007,4.2652,4.283,1950,0
TOA,D,20191125,000000,4.3007,4.3007,4.283,4.3007,1946,0
TOA,D,20191126,000000,4.3185,4.3185,4.283,4.3185,3007,0
TOA,D,20191127,000000,4.283,4.283,4.1586,4.2119,6705,0
TOA,D,20191128,000000,4.2652,4.3185,4.1941,4.3185,5816,0
TOA,D,20191129,000000,4.283,4.3007,4.1763,4.1763,20365,0
TOA,D,20191202,000000,4.1763,4.1763,4.0164,4.1763,4325,0
TOA,D,20191203,000000,4.1763,4.1763,4.1586,4.1586,14,0
TOA,D,20191204,000000,4.1586,4.1586,4.1586,4.1586,9,0
TOA,D,20191205,000000,4.0519,4.0697,3.9986,4.0164,10199,0
TOA,D,20191206,000000,4.0164,4.1586,3.9808,4.1408,9206,0
TOA,D,20191209,000000,4.1408,4.1763,4.0875,4.1763,3080,0
TOA,D,20191210,000000,4.2119,4.2474,4.2119,4.2474,255,0
TOA,D,20191211,000000,4.2474,4.283,4.2474,4.283,3306,0
TOA,D,20191212,000000,4.2296,4.2296,4.2296,4.2296,4240,0
TOA,D,20191213,000000,4.2296,4.3007,4.1941,4.2296,4706,0
TOA,D,20191216,000000,4.2119,4.2119,4.2119,4.2119,1035,0
TOA,D,20191217,000000,4.2652,4.3007,4.2652,4.3007,6031,0
TOA,D,20191218,000000,4.3007,4.3185,4.2119,4.3185,1511,0
TOA,D,20191219,000000,4.3007,4.7539,4.3007,4.6206,24427,0
TOA,D,20191220,000000,4.6206,4.6206,4.4873,4.5762,2928,0
TOA,D,20191223,000000,4.5762,4.6206,4.354,4.5318,14676,0
TOA,D,20191227,000000,4.665,4.665,4.5762,4.5762,3753,0
TOA,D,20191230,000000,4.6206,4.7983,4.6206,4.6206,27643,0
TOA,D,20200102,000000,4.665,4.8428,4.665,4.7539,7473,0
TOA,D,20200103,000000,4.8428,4.8872,4.7095,4.7983,9101,0
